,TATASTEEL.NS,ADANIENT.NS,JSWSTEEL.NS,HINDALCO.NS,APLAPOLLO.NS,VEDL.NS,JINDALSTEL.NS,JSL.NS,NMDC.NS,SAIL.NS
2019-09-06,35.540000915527344,137.75,217.9499969482422,188.39999389648438,128.60499572753906,141.8000030517578,95.6500015258789,31.450000762939453,83.5999984741211,33.0
2019-09-09,35.380001068115234,140.89999389648438,219.5,189.25,128.8300018310547,141.25,95.5,34.45000076293945,82.94999694824219,32.900001525878906
2019-09-11,36.70500183105469,143.9499969482422,227.6999969482422,193.4499969482422,130.03500366210938,146.3000030517578,107.55000305175781,36.54999923706055,84.44999694824219,34.099998474121094
2019-09-12,36.505001068115234,143.0500030517578,222.0500030517578,197.10000610351562,128.5449981689453,145.4499969482422,107.25,36.20000076293945,84.3499984741211,33.75
2019-09-13,36.73500061035156,145.75,226.1999969482422,200.35000610351562,129.7449951171875,149.3000030517578,109.0,36.45000076293945,86.19999694824219,33.79999923706055
2019-09-16,36.11000061035156,145.9499969482422,225.64999389648438,200.39999389648438,129.68499755859375,148.64999389648438,107.5999984741211,37.150001525878906,86.0,33.349998474121094
2019-09-17,34.494998931884766,143.75,216.1999969482422,197.9499969482422,128.16000366210938,145.39999389648438,102.80000305175781,35.900001525878906,82.5,33.400001525878906
2019-09-18,35.82500076293945,144.14999389648438,221.39999389648438,198.0,129.0749969482422,149.6999969482422,104.9000015258789,34.95000076293945,86.75,33.400001525878906
2019-09-19,34.46500015258789,142.5500030517578,219.5500030517578,195.9499969482422,127.62000274658203,146.14999389648438,100.3499984741211,33.54999923706055,83.9000015258789,31.850000381469727
2019-09-20,36.85499954223633,149.10000610351562,238.10000610351562,202.14999389648438,130.93499755859375,158.9499969482422,108.6500015258789,33.70000076293945,87.3499984741211,34.400001525878906
2019-09-23,37.73500061035156,152.39999389648438,243.6999969482422,200.0,140.60499572753906,157.89999389648438,110.75,34.29999923706055,91.4000015258789,34.900001525878906
2019-09-24,37.08000183105469,148.0500030517578,233.35000610351562,197.8000030517578,141.7449951171875,159.9499969482422,107.1500015258789,34.70000076293945,89.55000305175781,34.349998474121094
2019-09-25,36.20500183105469,147.5500030517578,234.39999389648438,189.89999389648438,139.13999938964844,156.1999969482422,103.5999984741211,36.04999923706055,85.5999984741211,32.849998474121094
2019-09-26,37.57500076293945,152.6999969482422,235.4499969482422,195.9499969482422,135.7550048828125,166.10000610351562,108.80000305175781,37.900001525878906,90.9000015258789,34.25
2019-09-27,35.96500015258789,149.4499969482422,232.1999969482422,190.6999969482422,138.08999633789062,157.25,102.8499984741211,36.70000076293945,91.5,33.04999923706055
2019-09-30,36.04999923706055,145.85000610351562,229.9499969482422,191.35000610351562,136.23500061035156,154.14999389648438,103.55000305175781,35.400001525878906,88.69999694824219,33.45000076293945
2019-10-01,35.154998779296875,143.64999389648438,222.64999389648438,189.75,136.06500244140625,151.3000030517578,97.44999694824219,34.150001525878906,96.4000015258789,32.099998474121094
2019-10-03,33.959999084472656,143.5500030517578,221.5500030517578,182.60000610351562,132.92999267578125,144.39999389648438,95.9000015258789,34.150001525878906,97.4000015258789,31.450000762939453
2019-10-04,33.310001373291016,140.0,214.64999389648438,182.10000610351562,132.2050018310547,143.3000030517578,93.69999694824219,33.75,95.5,31.149999618530273
2019-10-07,32.47999954223633,135.8000030517578,208.0,182.3000030517578,131.50999450683594,142.64999389648438,93.3499984741211,33.099998474121094,91.55000305175781,32.150001525878906
2019-10-09,33.64500045776367,139.0,212.8000030517578,186.0500030517578,136.9499969482422,145.6999969482422,97.5999984741211,34.95000076293945,96.5,32.650001525878906
2019-10-10,32.994998931884766,137.39999389648438,213.75,182.25,136.19500732421875,141.14999389648438,95.6500015258789,34.0,95.5999984741211,31.799999237060547
2019-10-11,33.900001525878906,136.9499969482422,217.25,187.1999969482422,134.85499572753906,147.0500030517578,97.44999694824219,33.599998474121094,96.75,32.20000076293945
2019-10-14,34.48500061035156,147.10000610351562,221.4499969482422,188.6999969482422,135.2050018310547,147.8000030517578,99.5,33.70000076293945,98.1500015258789,32.650001525878906
2019-10-15,34.91999816894531,155.0,219.64999389648438,192.5500030517578,139.19000244140625,153.5,103.0999984741211,34.29999923706055,101.4000015258789,33.400001525878906
2019-10-16,34.7400016784668,160.14999389648438,220.3000030517578,187.9499969482422,140.63999938964844,149.89999389648438,102.4000015258789,33.599998474121094,102.8499984741211,32.79999923706055
2019-10-17,35.61000061035156,162.5500030517578,222.9499969482422,188.8000030517578,140.8249969482422,148.3000030517578,104.55000305175781,33.95000076293945,102.19999694824219,33.54999923706055
2019-10-18,35.959999084472656,175.10000610351562,223.35000610351562,187.39999389648438,139.22500610351562,150.25,107.6500015258789,34.650001525878906,108.8499984741211,36.20000076293945
2019-10-22,35.45000076293945,178.64999389648438,219.6999969482422,185.75,138.6649932861328,149.14999389648438,103.4000015258789,34.29999923706055,109.5999984741211,35.599998474121094
2019-10-23,35.619998931884766,176.4499969482422,222.6999969482422,185.10000610351562,141.3300018310547,146.25,101.19999694824219,34.20000076293945,107.19999694824219,35.150001525878906
2019-10-24,35.9900016784668,179.0,222.85000610351562,181.35000610351562,139.21499633789062,145.6999969482422,102.80000305175781,33.79999923706055,105.44999694824219,34.349998474121094
2019-10-25,36.224998474121094,181.3000030517578,217.35000610351562,181.75,138.80499267578125,142.1999969482422,104.8499984741211,33.5,107.19999694824219,34.900001525878906
2019-10-27,36.5,183.39999389648438,219.35000610351562,182.10000610351562,141.85000610351562,144.64999389648438,107.19999694824219,33.650001525878906,107.3499984741211,35.150001525878906
2019-10-29,39.02000045776367,195.5500030517578,234.25,184.3000030517578,142.39500427246094,149.5,112.6500015258789,34.75,112.19999694824219,37.0
2019-10-30,38.79999923706055,195.75,234.39999389648438,187.1999969482422,147.36000061035156,150.10000610351562,115.19999694824219,34.29999923706055,110.69999694824219,37.349998474121094
2019-10-31,38.05500030517578,199.64999389648438,228.0,187.89999389648438,145.2949981689453,148.35000610351562,116.25,34.650001525878906,112.5999984741211,36.599998474121094
2019-11-01,39.95000076293945,200.4499969482422,237.60000610351562,193.75,148.11500549316406,153.0500030517578,123.3499984741211,36.5,110.44999694824219,38.95000076293945
2019-11-04,40.915000915527344,200.89999389648438,250.1999969482422,197.9499969482422,150.55499267578125,157.60000610351562,137.1999969482422,38.5,110.0,40.29999923706055
2019-11-05,40.39500045776367,200.5500030517578,246.0500030517578,198.60000610351562,149.72999572753906,157.5,134.0500030517578,36.400001525878906,111.6500015258789,39.099998474121094
2019-11-06,40.44499969482422,207.5500030517578,248.25,201.5,147.00999450683594,157.9499969482422,134.6999969482422,35.849998474121094,113.44999694824219,39.29999923706055
2019-11-07,40.310001373291016,209.14999389648438,252.64999389648438,205.1999969482422,145.4149932861328,160.9499969482422,148.60000610351562,36.400001525878906,107.5,39.95000076293945
2019-11-08,39.79499816894531,208.0500030517578,250.0,203.85000610351562,143.85499572753906,155.5,144.5500030517578,35.25,103.75,38.70000076293945
2019-11-11,40.14500045776367,210.85000610351562,251.89999389648438,200.14999389648438,142.3699951171875,152.6999969482422,150.75,37.400001525878906,103.6500015258789,39.54999923706055
2019-11-13,39.790000915527344,198.1999969482422,248.75,193.14999389648438,149.88499450683594,148.39999389648438,142.14999389648438,36.70000076293945,100.80000305175781,37.849998474121094
2019-11-14,39.19499969482422,202.3000030517578,245.75,188.5,149.30999755859375,144.0,139.64999389648438,36.5,98.55000305175781,37.29999923706055
2019-11-15,39.45000076293945,203.60000610351562,244.75,187.75,151.09500122070312,142.10000610351562,143.5500030517578,35.70000076293945,99.69999694824219,36.400001525878906
2019-11-18,41.005001068115234,201.14999389648438,249.60000610351562,193.60000610351562,152.31500244140625,143.39999389648438,145.4499969482422,37.20000076293945,100.25,37.29999923706055
2019-11-19,40.17499923706055,199.6999969482422,247.89999389648438,192.35000610351562,152.5749969482422,141.6999969482422,139.10000610351562,38.150001525878906,100.05000305175781,37.04999923706055
2019-11-20,39.869998931884766,205.6999969482422,248.6999969482422,190.75,154.25,141.4499969482422,140.14999389648438,39.20000076293945,101.80000305175781,37.900001525878906
2019-11-21,38.5099983215332,205.5,245.25,188.60000610351562,155.14999389648438,139.0500030517578,136.10000610351562,38.599998474121094,99.69999694824219,36.25
2019-11-22,40.0,203.4499969482422,251.25,190.25,155.52000427246094,142.25,144.1999969482422,38.79999923706055,100.25,38.54999923706055
2019-11-25,41.95000076293945,215.1999969482422,260.1499938964844,199.25,155.55999755859375,146.14999389648438,154.8000030517578,39.70000076293945,103.30000305175781,39.70000076293945
2019-11-26,42.415000915527344,210.60000610351562,253.25,198.6999969482422,156.03500366210938,145.10000610351562,156.4499969482422,37.650001525878906,100.8499984741211,38.599998474121094
2019-11-27,42.1349983215332,213.5500030517578,252.9499969482422,203.0,158.0749969482422,146.9499969482422,159.3000030517578,38.0,101.80000305175781,38.900001525878906
2019-11-28,43.209999084472656,213.10000610351562,263.95001220703125,204.10000610351562,156.2899932861328,147.39999389648438,165.0500030517578,38.29999923706055,105.0,39.900001525878906
2019-11-29,42.75,214.89999389648438,261.54998779296875,200.14999389648438,156.59500122070312,144.60000610351562,161.0,38.650001525878906,102.55000305175781,39.349998474121094
2019-12-02,42.084999084472656,209.0,268.29998779296875,200.8000030517578,161.3249969482422,144.6999969482422,159.4499969482422,38.95000076293945,105.5,39.5
2019-12-03,39.96500015258789,207.85000610351562,257.25,196.0,155.5449981689453,139.6999969482422,149.75,37.400001525878906,108.0999984741211,38.04999923706055
2019-12-04,40.93000030517578,212.4499969482422,259.79998779296875,201.10000610351562,157.2899932861328,144.1999969482422,153.75,37.75,113.3499984741211,39.349998474121094
2019-12-05,39.97999954223633,208.39999389648438,251.4499969482422,198.5500030517578,157.8249969482422,142.5,141.10000610351562,37.349998474121094,109.6500015258789,38.70000076293945
2019-12-06,40.32500076293945,206.5,254.10000610351562,197.9499969482422,156.5399932861328,141.9499969482422,139.85000610351562,38.04999923706055,110.44999694824219,38.29999923706055
2019-12-09,40.66999816894531,207.4499969482422,258.8500061035156,198.85000610351562,160.1750030517578,142.60000610351562,143.14999389648438,38.20000076293945,109.3499984741211,39.400001525878906
2019-12-10,40.20500183105469,204.1999969482422,251.0,199.10000610351562,159.76499938964844,140.85000610351562,141.25,37.45000076293945,110.0,38.25
2019-12-11,40.55500030517578,206.14999389648438,249.9499969482422,196.60000610351562,160.02999877929688,138.5,144.4499969482422,37.849998474121094,111.6500015258789,38.20000076293945
2019-12-12,41.869998931884766,210.39999389648438,255.60000610351562,201.4499969482422,162.07000732421875,144.0,142.25,37.70000076293945,113.75,39.79999923706055
2019-12-13,42.84000015258789,212.1999969482422,257.6000061035156,208.25,163.8300018310547,149.39999389648438,138.85000610351562,37.95000076293945,114.25,40.599998474121094
2019-12-16,42.099998474121094,210.5,253.10000610351562,206.64999389648438,165.4499969482422,147.14999389648438,136.75,37.5,114.9000015258789,39.45000076293945
2019-12-17,43.939998626708984,211.1999969482422,258.95001220703125,213.6999969482422,163.7899932861328,152.35000610351562,145.60000610351562,38.25,117.19999694824219,40.849998474121094
2019-12-18,44.474998474121094,208.14999389648438,264.3999938964844,213.64999389648438,162.66000366210938,152.8000030517578,146.0500030517578,38.099998474121094,119.94999694824219,41.04999923706055
2019-12-19,44.67499923706055,210.5500030517578,264.8500061035156,216.3000030517578,159.51499938964844,149.35000610351562,152.85000610351562,37.95000076293945,123.30000305175781,41.099998474121094
2019-12-20,46.099998474121094,218.8000030517578,264.70001220703125,215.5,163.2550048828125,144.25,157.0500030517578,39.150001525878906,124.3499984741211,41.54999923706055
2019-12-23,46.21500015258789,214.5500030517578,263.70001220703125,215.14999389648438,169.35499572753906,147.75,157.8000030517578,38.45000076293945,123.6500015258789,41.0
2019-12-24,46.29999923706055,209.14999389648438,266.75,216.25,168.5050048828125,148.0500030517578,160.0500030517578,37.54999923706055,124.75,41.0
2019-12-26,46.790000915527344,208.9499969482422,269.1499938964844,215.0,171.5050048828125,150.6999969482422,163.5500030517578,37.29999923706055,126.25,42.400001525878906
2019-12-27,46.95000076293945,209.10000610351562,268.8999938964844,215.4499969482422,177.8000030517578,151.75,161.25,37.900001525878906,126.0999984741211,42.150001525878906
2019-12-30,47.474998474121094,208.64999389648438,271.1000061035156,217.9499969482422,183.80499267578125,154.5,167.35000610351562,37.70000076293945,126.94999694824219,43.099998474121094
2019-12-31,47.20500183105469,208.35000610351562,270.04998779296875,216.14999389648438,187.77000427246094,152.4499969482422,167.6999969482422,38.650001525878906,128.89999389648438,42.900001525878906
2020-01-01,46.775001525878906,207.85000610351562,268.1000061035156,214.3000030517578,189.27999877929688,154.60000610351562,166.39999389648438,39.04999923706055,128.35000610351562,42.900001525878906
2020-01-02,48.48500061035156,211.1999969482422,276.45001220703125,220.14999389648438,190.19500732421875,159.4499969482422,173.25,39.349998474121094,131.1999969482422,47.25
2020-01-03,48.369998931884766,208.3000030517578,272.45001220703125,216.4499969482422,185.1300048828125,157.75,171.60000610351562,39.29999923706055,129.25,46.650001525878906
2020-01-06,47.32500076293945,199.5500030517578,264.25,209.3000030517578,177.55499267578125,150.5500030517578,166.89999389648438,38.25,129.39999389648438,44.79999923706055
2020-01-07,47.61000061035156,204.0500030517578,265.25,208.85000610351562,184.25,156.0,167.35000610351562,38.099998474121094,128.0500030517578,45.5
2020-01-08,47.525001525878906,201.5,262.5,207.39999389648438,183.25,157.35000610351562,174.6999969482422,38.099998474121094,121.80000305175781,46.79999923706055
2020-01-09,48.314998626708984,208.0,278.1000061035156,210.75,188.0050048828125,158.14999389648438,176.39999389648438,41.20000076293945,120.75,48.54999923706055
2020-01-10,48.619998931884766,209.10000610351562,277.8999938964844,211.5,189.60000610351562,159.9499969482422,176.64999389648438,43.099998474121094,121.05000305175781,49.900001525878906
2020-01-13,49.57500076293945,213.60000610351562,278.6000061035156,211.1999969482422,189.92999267578125,160.4499969482422,178.0500030517578,43.29999923706055,123.25,50.0
2020-01-14,49.86000061035156,214.35000610351562,280.8999938964844,211.9499969482422,195.81500244140625,165.0,174.0,43.599998474121094,125.80000305175781,50.75
2020-01-15,50.209999084472656,216.60000610351562,282.5,213.64999389648438,193.47000122070312,164.64999389648438,180.14999389648438,44.79999923706055,131.10000610351562,51.45000076293945
2020-01-16,49.439998626708984,220.0,277.45001220703125,209.64999389648438,193.8000030517578,162.25,179.0,45.349998474121094,130.60000610351562,50.849998474121094
2020-01-17,49.525001525878906,228.39999389648438,273.3500061035156,210.0500030517578,194.5850067138672,159.5,176.9499969482422,43.849998474121094,129.75,50.95000076293945
2020-01-20,49.064998626708984,226.5500030517578,271.3500061035156,207.3000030517578,194.33999633789062,156.89999389648438,179.3000030517578,43.29999923706055,138.8000030517578,50.75
2020-01-21,47.6150016784668,224.25,267.25,205.14999389648438,199.47999572753906,153.89999389648438,185.8000030517578,43.45000076293945,134.1999969482422,49.79999923706055
2020-01-22,47.505001068115234,225.89999389648438,265.8500061035156,203.60000610351562,199.55999755859375,153.1999969482422,179.14999389648438,43.29999923706055,132.10000610351562,49.79999923706055
2020-01-23,48.025001525878906,229.60000610351562,266.6499938964844,204.60000610351562,200.89999389648438,154.14999389648438,180.0,44.29999923706055,132.9499969482422,50.400001525878906
2020-01-24,48.34000015258789,229.75,271.8999938964844,205.39999389648438,203.64500427246094,155.89999389648438,188.9499969482422,45.25,128.85000610351562,51.04999923706055
2020-01-27,46.244998931884766,230.5500030517578,262.79998779296875,198.25,206.94000244140625,148.85000610351562,178.6999969482422,43.349998474121094,124.44999694824219,48.75
2020-01-28,44.625,229.89999389648438,255.25,196.0,204.125,142.1999969482422,175.5,42.5,123.8499984741211,47.04999923706055
2020-01-29,45.220001220703125,232.3000030517578,261.25,197.75,205.8249969482422,142.1999969482422,174.9499969482422,43.20000076293945,122.44999694824219,47.650001525878906
2020-01-30,44.85499954223633,231.5,256.95001220703125,193.4499969482422,201.3350067138672,140.9499969482422,175.64999389648438,41.099998474121094,120.4000015258789,47.349998474121094
2020-01-31,43.869998931884766,229.4499969482422,250.6999969482422,189.35000610351562,196.72500610351562,137.89999389648438,175.89999389648438,40.29999923706055,116.94999694824219,46.5
2020-02-03,43.60499954223633,220.89999389648438,251.5,181.8000030517578,192.1750030517578,134.14999389648438,174.85000610351562,38.70000076293945,103.0999984741211,44.75
2020-02-04,45.189998626708984,225.4499969482422,258.3500061035156,189.25,197.5449981689453,138.5500030517578,183.39999389648438,39.79999923706055,108.80000305175781,46.5
2020-02-05,47.505001068115234,236.25,269.25,196.3000030517578,198.78500366210938,143.10000610351562,190.10000610351562,41.75,113.9000015258789,48.75
2020-02-06,47.7599983215332,236.5,276.45001220703125,194.0,200.58999633789062,143.85000610351562,197.75,42.25,116.4000015258789,48.900001525878906
2020-02-07,47.099998474121094,239.5,279.29998779296875,197.39999389648438,202.7949981689453,144.60000610351562,197.8000030517578,42.29999923706055,113.75,48.650001525878906
2020-02-10,44.380001068115234,244.5,277.8999938964844,190.85000610351562,207.46499633789062,140.3000030517578,193.1999969482422,41.70000076293945,112.80000305175781,46.0
2020-02-11,44.40999984741211,245.3000030517578,288.75,193.64999389648438,204.25999450683594,140.75,196.3000030517578,41.349998474121094,112.80000305175781,45.70000076293945
2020-02-12,44.79499816894531,249.6999969482422,293.70001220703125,193.64999389648438,201.90499877929688,141.5500030517578,197.0,41.599998474121094,114.6500015258789,45.849998474121094
2020-02-13,44.125,251.4499969482422,293.3500061035156,195.25,202.09500122070312,142.5,193.89999389648438,41.04999923706055,110.0,45.29999923706055
2020-02-14,43.45500183105469,256.1499938964844,289.1499938964844,194.0,200.46499633789062,141.10000610351562,190.5,41.04999923706055,106.3499984741211,43.900001525878906
2020-02-17,43.685001373291016,252.5,288.1499938964844,190.25,200.01499938964844,142.10000610351562,190.39999389648438,40.25,106.25,42.79999923706055
2020-02-18,43.13999938964844,249.4499969482422,284.79998779296875,184.35000610351562,201.66000366210938,140.5500030517578,185.25,39.099998474121094,99.3499984741211,41.95000076293945
2020-02-19,43.31999969482422,254.0,280.8500061035156,188.10000610351562,209.77999877929688,142.64999389648438,188.0500030517578,41.150001525878906,105.0,41.650001525878906
2020-02-20,44.35499954223633,258.6499938964844,281.79998779296875,189.9499969482422,211.42999267578125,142.35000610351562,193.39999389648438,41.599998474121094,105.0,42.150001525878906
2020-02-24,41.54499816894531,247.25,258.95001220703125,179.0500030517578,203.25999450683594,133.1999969482422,174.89999389648438,40.599998474121094,101.69999694824219,39.25
2020-02-25,42.130001068115234,246.4499969482422,262.6000061035156,174.4499969482422,203.4499969482422,132.6999969482422,179.0,41.79999923706055,101.30000305175781,39.25
2020-02-26,41.630001068115234,242.8000030517578,260.79998779296875,169.89999389648438,199.55999755859375,130.25,170.14999389648438,40.150001525878906,97.6500015258789,38.54999923706055
2020-02-27,41.279998779296875,234.14999389648438,252.10000610351562,168.35000610351562,198.01499938964844,130.5500030517578,168.35000610351562,40.45000076293945,96.0999984741211,37.900001525878906
2020-02-28,38.17499923706055,218.64999389648438,235.6999969482422,155.89999389648438,194.35000610351562,114.0,153.89999389648438,39.0,91.19999694824219,35.54999923706055
2020-03-02,36.404998779296875,218.60000610351562,235.0,149.75,181.2100067138672,110.94999694824219,153.35000610351562,39.70000076293945,89.5,34.900001525878906
2020-03-03,38.755001068115234,225.75,246.4499969482422,159.3000030517578,190.75,119.55000305175781,160.64999389648438,39.70000076293945,93.44999694824219,36.0
2020-03-04,37.71500015258789,221.10000610351562,245.60000610351562,160.60000610351562,191.1999969482422,119.3499984741211,154.25,39.79999923706055,94.30000305175781,34.849998474121094
2020-03-05,37.57500076293945,221.75,247.14999389648438,155.5,189.98500061035156,117.0999984741211,154.39999389648438,40.0,94.3499984741211,34.20000076293945
2020-03-06,35.150001525878906,214.75,238.8000030517578,150.10000610351562,187.22000122070312,111.05000305175781,146.3000030517578,41.150001525878906,93.80000305175781,33.0
2020-03-09,32.22999954223633,199.6999969482422,229.0500030517578,143.4499969482422,180.52499389648438,94.9000015258789,131.1999969482422,38.349998474121094,83.5,29.799999237060547
2020-03-11,29.975000381469727,195.75,223.5,137.8000030517578,173.27999877929688,92.0,126.9000015258789,35.95000076293945,81.25,28.75
