,SBIN.NS,BANKBARODA.NS,PNB.NS,CANBK.NS,UNIONBANK.NS,INDIANB.NS,BANKINDIA.NS,MAHABANK.NS,IOB.NS,CENTRALBK.NS
2020-01-15,324.25,98.0,63.400001525878906,218.14999389648438,52.650001525878906,99.0999984741211,69.1500015258789,13.199999809265137,11.449999809265137,18.0
2020-01-16,323.29998779296875,97.6500015258789,63.349998474121094,219.10000610351562,52.75,102.3499984741211,69.0999984741211,13.550000190734863,11.449999809265137,18.0
2020-01-17,318.0,97.3499984741211,63.25,221.60000610351562,52.599998474121094,102.05000305175781,68.8499984741211,13.600000381469727,11.350000381469727,17.850000381469727
2020-01-20,314.0,94.69999694824219,61.599998474121094,218.85000610351562,52.0,103.8499984741211,67.05000305175781,14.350000381469727,11.350000381469727,18.049999237060547
2020-01-21,313.70001220703125,94.75,61.45000076293945,219.14999389648438,51.75,104.69999694824219,67.3499984741211,13.850000381469727,11.449999809265137,18.100000381469727
2020-01-22,316.1499938964844,94.30000305175781,61.0,218.89999389648438,51.5,103.94999694824219,67.44999694824219,13.25,11.350000381469727,18.549999237060547
2020-01-23,323.20001220703125,94.9000015258789,61.79999923706055,220.6999969482422,52.400001525878906,104.5,67.55000305175781,13.300000190734863,11.0,18.950000762939453
2020-01-24,324.04998779296875,95.5999984741211,62.349998474121094,218.8000030517578,52.349998474121094,106.94999694824219,67.69999694824219,13.300000190734863,11.0,19.25
2020-01-27,316.20001220703125,92.3499984741211,61.349998474121094,210.35000610351562,51.849998474121094,106.3499984741211,66.94999694824219,13.199999809265137,10.800000190734863,20.049999237060547
2020-01-28,315.1000061035156,93.19999694824219,60.5,203.60000610351562,51.5,103.6500015258789,66.30000305175781,13.0,10.600000381469727,19.399999618530273
2020-01-29,316.45001220703125,93.69999694824219,60.95000076293945,204.10000610351562,51.5,103.80000305175781,66.44999694824219,12.899999618530273,10.449999809265137,19.100000381469727
2020-01-30,310.70001220703125,93.0999984741211,59.95000076293945,202.25,50.599998474121094,102.9000015258789,66.0999984741211,12.699999809265137,10.25,18.399999618530273
2020-01-31,318.45001220703125,92.69999694824219,60.45000076293945,202.64999389648438,49.900001525878906,103.44999694824219,67.80000305175781,13.050000190734863,10.199999809265137,18.0
2020-02-03,298.1000061035156,85.9000015258789,57.349998474121094,186.9499969482422,47.650001525878906,97.0,65.0999984741211,12.25,10.050000190734863,17.450000762939453
2020-02-04,306.25,87.0999984741211,56.79999923706055,185.6999969482422,48.0,96.0999984741211,65.55000305175781,12.350000381469727,10.050000190734863,17.700000762939453
