,RELIANCE.NS,ONGC.NS,BPCL.NS,IOC.NS,GAIL.NS,ATGL.NS,HINDPETRO.NS,PETRONET.NS,IGL.NS
2019-08-22,1235.04296875,116.94999694824219,313.0,78.53333282470703,80.43333435058594,146.3000030517578,226.4499969482422,238.75,321.95001220703125
2019-08-23,1263.8697509765625,122.25,329.3500061035156,81.86666870117188,82.93333435058594,146.60000610351562,238.3000030517578,238.8000030517578,324.6000061035156
2019-08-26,1254.90478515625,123.75,335.3999938964844,83.66666412353516,84.26666259765625,148.0,252.4499969482422,246.0,329.29998779296875
2019-08-27,1262.879150390625,125.5999984741211,342.29998779296875,83.83333587646484,86.80000305175781,148.1999969482422,259.75,258.5,330.04998779296875
2019-08-28,1251.4376220703125,121.19999694824219,350.54998779296875,81.93333435058594,85.36666870117188,147.10000610351562,265.04998779296875,260.04998779296875,333.04998779296875
2019-08-29,1230.0899658203125,123.25,354.04998779296875,82.43333435058594,85.66666412353516,143.85000610351562,265.8999938964844,262.6499938964844,329.70001220703125
2019-08-30,1236.826171875,121.19999694824219,355.25,81.63333129882812,86.53333282470703,140.4499969482422,260.1499938964844,266.8500061035156,335.6499938964844
2019-09-03,1195.0718994140625,117.1500015258789,356.20001220703125,78.16666412353516,84.53333282470703,139.1999969482422,256.79998779296875,264.04998779296875,328.8500061035156
2019-09-04,1189.8712158203125,119.0,363.54998779296875,80.23332977294922,84.86666870117188,135.9499969482422,257.20001220703125,265.6499938964844,327.04998779296875
2019-09-05,1187.34521484375,125.1500015258789,380.79998779296875,83.13333129882812,87.30000305175781,137.14999389648438,265.04998779296875,265.1499938964844,330.45001220703125
2019-09-06,1211.020751953125,127.94999694824219,379.0,84.63333129882812,87.56666564941406,137.4499969482422,261.8999938964844,264.1499938964844,328.3999938964844
2019-09-09,1210.7235107421875,129.39999389648438,382.0,84.43333435058594,88.0999984741211,134.8000030517578,261.95001220703125,265.29998779296875,332.75
2019-09-11,1222.8089599609375,125.75,386.1000061035156,84.03333282470703,85.63333129882812,137.5,266.0,265.3999938964844,336.54998779296875
2019-09-12,1198.98486328125,125.9000015258789,384.20001220703125,82.93333435058594,83.83333587646484,138.0500030517578,262.6499938964844,263.54998779296875,326.1000061035156
2019-09-13,1214.0916748046875,128.85000610351562,408.54998779296875,86.73332977294922,86.16666412353516,143.25,271.1499938964844,266.29998779296875,328.70001220703125
2019-09-16,1199.381103515625,130.6999969482422,380.0,85.69999694824219,86.46666717529297,140.8000030517578,255.64999389648438,267.95001220703125,334.25
2019-09-17,1186.2059326171875,129.6999969482422,368.75,83.46666717529297,87.93333435058594,139.5,245.89999389648438,263.0,332.3500061035156
2019-09-18,1194.3785400390625,127.0,382.1000061035156,85.43333435058594,89.96666717529297,138.35000610351562,255.0500030517578,263.3500061035156,332.29998779296875
2019-09-19,1167.978759765625,124.30000305175781,379.8500061035156,84.13333129882812,88.69999694824219,135.25,251.0,254.9499969482422,321.8999938964844
2019-09-20,1242.5716552734375,133.60000610351562,403.8500061035156,88.36666870117188,89.80000305175781,133.35000610351562,277.25,266.45001220703125,339.29998779296875
2019-09-23,1227.56396484375,136.3000030517578,450.8500061035156,95.0999984741211,94.19999694824219,135.35000610351562,288.45001220703125,252.9499969482422,354.79998779296875
2019-09-24,1266.6929931640625,133.5,461.29998779296875,92.46666717529297,92.83333587646484,133.10000610351562,282.8500061035156,256.25,361.95001220703125
2019-09-25,1267.5350341796875,131.4499969482422,465.20001220703125,93.80000305175781,90.96666717529297,131.4499969482422,285.3999938964844,258.5,348.70001220703125
2019-09-26,1284.623046875,137.0500030517578,480.04998779296875,96.36666870117188,91.4000015258789,132.6999969482422,304.6499938964844,258.8999938964844,352.6499938964844
2019-09-27,1296.758056640625,131.5,469.79998779296875,97.03333282470703,89.43333435058594,132.5,305.8500061035156,260.5,346.95001220703125
2019-09-30,1319.740234375,131.8000030517578,470.1000061035156,98.26666259765625,89.66666412353516,129.1999969482422,301.70001220703125,259.8999938964844,349.70001220703125
2019-10-01,1292.64697265625,128.1999969482422,493.8999938964844,99.03333282470703,88.5999984741211,130.39999389648438,309.45001220703125,258.6499938964844,350.1499938964844
2019-10-03,1298.7392578125,128.10000610351562,531.5999755859375,101.16666412353516,87.80000305175781,128.64999389648438,322.95001220703125,258.0,352.29998779296875
2019-10-04,1295.81689453125,129.5500030517578,515.5499877929688,100.69999694824219,88.0999984741211,127.8499984741211,320.70001220703125,255.89999389648438,347.8999938964844
2019-10-07,1297.7982177734375,126.55000305175781,490.6499938964844,99.13333129882812,86.80000305175781,130.10000610351562,307.3500061035156,256.6499938964844,350.6499938964844
